gene
SLC35C2
MTCH2
SNX13
ACER3
PLCB1
ARHGEF40
ADAT1
IRF5
AFDN
SCAF11
SYNE2
CPEB2
SLC36A4
CLIP2
ACSF3
FLNA
SYNE2
CLEC5A
UBAP2L
FGD2
ALDH16A1
DDX3Y
SYNE2
MFSD9
IMPA2
SYNE2
STAT6
BLM
MLEC
TLK2
KIAA1109
MARCH7
HMGN1
ZNF687
INTS9
FNDC3B
WWP1
LOC101928421
PPFIA1
ABCD4
ALG8
POLM
ELP1
LIG1
ATP11A
ALAD
RCOR3
GTF2H2
RAP2C
VAV1
THEMIS
TMEM44
TP53BP1
PCNX1
CSTF2
AGO1
HPS5
GIT2
ZNF3
SCARF1
ARMC1
TRERF1
ATP11A
CDK5RAP3
BAZ2A
FOXJ3
KLHL17
SRPK1
CSNK1G2
ZNF624
LOC101927283
CCSER2
ZKSCAN4
MLLT3
KIAA1109
MON2
SRC
KLHL22
TCERG1
SNED1
ELF4
MORC2
TSPAN17
LOC107986457
DYM
MDN1
HELQ
NFAT5
CEP85L
CSPP1
ERCC4
LPP
NFX1
SUZ12
MLH3
CACFD1
BBX
SUCO
SMG5
RAP2C
PTPN12
SHLD2
UNKL
TOM1L2
TP53
RNPS1
DEPDC5
HELZ
IFT172
IRF5
FGD2
UTY
MAP4
MVP
RPRD1B
ANKRD11
DPP8
MED15
DENND1A
LRP5L
CSF3R
NOMO2
TRANK1
ARHGAP17
PROSER1
CDC25B
KCTD20
BMS1
CPLANE1
TNPO2
VOPP1
LPP
FERMT3
MLLT1
EXD2
SLC25A42
TANC2
VPS13B
TRABD
TSNARE1
MTDH
DUSP4
TK2
SSH1
TMC8
LOC101927556
PPP2R5E
KIAA0753
NCAPG2
ZNF445
DNASE1
ATP2C1
COPZ1
SHISA5
RIN2
TLR2
RBM6
CACNA1I
CAPN15
MOB1A
SRRM2
MIER1
DCUN1D5
PPFIBP2
UNC13D
MTMR7
CERS5
KDSR
XKR6
STRIP1
SASH1
TJP2
ITPRID2
AKT2
TRIT1
CTNNB1
ADIPOR2
ZNF23
TCOF1
MLLT3
PECAM1
ZC3H11A
KCTD20
HGSNAT
IP6K2
FAM120A
SERINC5
TBC1D7
PLCB1
RBM26
EPB41L5
AMMECR1
PTER
BRAF
UBN1
SH3BP2
MAP4K4
C2CD2L
WASHC2C
AK2
LOC653513
CTCF
PDLIM5
DMXL1
TRPV2
SUGP2
SLC44A2
BAZ2B
POLK
IDS2
TNFSF12TNFSF13
MCFD2
FAM192A
MAP4
LOC105375785
POLE3
EXOC3
TSPAN4
DPY19L3
KDM5D
DCAF1
MDM2
PIK3CD
CLEC16A
C2CD3
ZNF329
ABCC1
SYNE1
FAM149B1
PIGR
SUGP2
NSUN6
KBTBD2
RNF44
ZNF646
CAMKK2
CNOT6L
PALLD
DDX31
CHD4
GAS7
ADSL
EIF4G3
GTF2A1
CAMTA2
SELENON
TLE4
ARMH3
PIK3CD
NSMF
UBIAD1
MKNK1
CHD9
LANCL1
SNX27
QRICH1
CD160
WDPCP
PPM1A
UTP6
SLC15A4
SLC2A6
TMC6
SNTB2
PXN
KIAA1468
ENTPD1
ZMIZ2
ST6GAL1
RNH1
ZNF831
NDST1
FNBP1
ANKRD20A1
PSTPIP1
TRPM2
AMMECR1
SRRM2
CAST
ZNF766
ZNF789
NASP
RNF138
ULK2
LOC100996709
KIAA1468
DPP8
IGF2BP2
DPEP2
FBRS
PRRC2C
MARF1
MSANTD2
DICER1
ITPRID2
AKNA
SRRT
FGR
ARHGAP26
DSTN
PLXNA3
NAF1
VEZF1
CCT4
UBR2
TCTN3
ERICH1
TMCO4
SHMT1
PTPN4
PHRF1
GAB2
ZNF845
SLC2A9
FAM69A
ASPH
FNBP1
KIAA1109
AP1M1
NAPA
DPP8
CPSF2
NMUR1
NDST1
IVNS1ABP
SLC9A8
NUP214
SNX25
ZBTB40
CUL9
NBEAL2
ZNF778
PAPOLG
SUGP2
TM9SF4
SLC24A1
TRNT1
UBR4
UGGT1
ATP11A
TM9SF4
CKAP2
ENTPD1
ATF7
BCORL1
CDC14A
PDS5A
LOC107986083
MINK1
CBLB
LOC102723696
GIGYF1
CDC16
WIPF2
UBAC2
NOD2
BCL2L11
CTBP2
PRR14L
GRIN3B
FBXW2
MICU1
ACBD5
DYRK1B
FAM120A
G3BP1
C1QTNF7
SLC16A1
PIP5K1C
TRERF1
M6PR
ATP2A3
SRBD1
ARHGAP35
STAT4
JMJD6
DYNC2H1
ARHGEF40
SAR1B
TBL1X
TFDP2
TRIM52
BEST1
VPS54
GZF1
HDAC5
PITRM1
SLTM
NBL1
SHLD2
DCAF6
AGFG1
TECR
DPY19L3
ZNF527
RFWD3
CTNND1
SPATA21
NF1
CD164
PPRC1
CASC3
ZNF518A
OSBPL1A
MFSD3
KMT2C
ACBD5
ZMYND8
P2RX7
JAML
DTYMK
UBE2Q2
MRPL28
BRAT1
GRIPAP1
TMED8
HSF1
KCNE3
ZMIZ1
KIFAP3
MAPK8IP3
PHF20
ARSA
ANKRD40
ZNF320
SMPD4
PRPF31
TFDP2
C16orf58
MLLT6
MAD1L1
TTTY15
ZNF839
CABP7
DDX42
NBEAL2
ZNF37A
ZNF532
HMBOX1
MLH3
THEMIS
LARP1
PCYT2
AFF4
USP36
MICAL1
DMTF1
LARP1
DCAF1
ARSG
KMT2B
DDX60L
TRERF1
SGMS2
R3HDM2
SYNE1
PTPRS
TCERG1
G3BP1
LCORL
NEMP1
SPECC1
APAF1
GRAMD1B
SLC25A13
XPO7
MAPK8IP3
SYAP1
SRGAP2C
TMEM94
PIK3R5
CALCOCO1
ENTPD6
GIT2
HP1BP3
ODF2L
PREB
DNAJB6
NRGN
NCOA2
GAK
OTUD5
TIAL1
SPDYE2
TGS1
ST3GAL5
ANKRD13C
BAALC
DHDDS
RBM26
LARP4
PUSL1
CDC16
GATAD2A
AGAP2
TMEM218
SDCCAG8
D2HGDH
GAB1
RNF103
DUS3L
RNF149
ESD
CELF2
CCDC82
SPECC1
CBLB
ODF2
ZFY
CYB561A3
MPST
XXYLT1
GPR107
GTF3C4
RGPD6
APBB1
EIF4G3
SRRM2
BMP1
TBCE
BTN3A2
POLD1
DDX60L
HDGF
MAP4
PACSIN2
MPPE1
TDP1
ADAT1
LEPROT
ZBTB48
ZNF331
STXBP4
MED24
SERINC5
CEBPA
STAMBP
BCAS3
BAZ2B
ZNF331
COG6
TMEM173
LOC107985315
SCML1
URGCP
SAMD4B
FRY
TNIP1
AGTRAP
ZDHHC3
CSRNP2
ULK3
VSIG1
ARPP19
TMEM131
TFDP2
TEP1
RAB3IP
SMAD5
CHD7
PPARD
BEST1
RIOX2
LIG4
PXK
SLC25A33
NFAM1
MAN2C1
KLHDC10
MPP6
ARHGAP21
CAPG
FOXJ3
SLC9A7
SYNE1
SLC25A22
MAN2C1
MAN1B1
SLC24A1
GIT2
SFSWAP
JARID2
LOC107984128
TTC3
IGSF8
CD300LF
NAA25
DTWD1
C9orf84
EIF4G3
CUL9
ARHGEF7
ICE2
ADPGK
COPB2
MCC
APEH
CNOT4
NRDC
PIKFYVE
SERAC1
RBBP8
ELL2
RERE
HPS5
CEBPA
VAV3
CALHM2
RUNX1
IGBP1
EHMT1
CAMSAP1
U2SURP
ZNF426
CD46
STXBP5
DIP2B
sept-07
ZNF37A
MGA
STAM
CNOT4
RGS14
PDHB
ENG
MYO1F
EXOC1
USP25
KNTC1
FIGNL1
TCOF1
PTPN11
CCDC91
TRPM7
KATNB1
SYTL2
TCF20
PIK3CA
DENND10
MED16
UBAP2L
NFKBID
TLK2
FRMD6
CCDC88B
SYNJ1
THEMIS
CEP250
sept-10
SORBS3
KIF13A
PLA2G6
EHBP1L1
LRP8
CITED2
VPS13B
R3HDM1
TPCN1
CBLB
PRIMPOL
AHDC1
