gene
KDM3A
PPIP5K2
PPIP5K2
DHX30
TCHP
PAFAH1B1
CNN2
ACSL4
CUX1
SUV39H2
SRRM2
PCNX3
RALGAPA1
SWAP70
MAN1A2
RB1CC1
CREBBP
MPP7
PLXNB2
WDR81
GPD1L
GAA
GIGYF1
CRLF3
GOLGA8B
RNF169
ARHGAP10
IKZF3
RB1CC1
SGSH
PAK1
PPARGC1B
CREB5
DTX4
ANKRD11
USO1
DHX8
CDK12
GK
SFMBT1
ANKIB1
INVS
TRAF3
C2orf88
PRKCD
IMPDH1
LIG4
OSBPL2
AQP9
MYO18A
FOXP1
ACSS1
PTPN4
DPYD
PRKY
LRP8
TBXAS1
MGAT1
ZNF516
STAB1
CAP1
IL31RA
TMC8
JARID2
CELF2
PCNX3
NOD2
IQSEC1
PPIH
SOS1
RAB5B
KDM3B
SIDT1
PIK3CD
KIF13B
BMP2K
SYNE2
ZYX
NDRG1
FAM208B
CYTH1
PGPEP1
SOAT1
FCGR3A
CREB3L2
DOK6
THEMIS
STX2
BCLAF3
SAE1
VPS13D
RPS6KB1
MARF1
MFN1
RPL17
SP110
PPP3CB
WASF2
POLR2B
CRCP
GFPT1
KMT2C
NEAT1
SETD2
SPDYE2B
KAT2B
VAV3
CAPN3
TMEM259
MAN1A1
MTMR12
ZNF420
CBL
RCOR1
SERPINB9
RNF138
VGLL4
PLCL1
ITCH
AKT3
PIK3C2A
STN1
RHBDF2
GCA
PCM1
KMT2D
TRAF7
UNK
NASP
VPS11
OBSCN
RCBTB2
PUDP
JAK1
BIRC6
SLC9A8
EMB
ITCH
LIN54
PLEKHA8
MIA2
WASHC2C
ZNF326
CCDC17
ARHGEF11
ADGRG5
PXN
LRRK1
PAN3
ATP9B
TLE3
NAPB
CDK5RAP2
ARHGAP26
HERC6
NOD2
PBX3
RELT
CBFA2T2
BAHD1
PPP6C
TMBIM1
ARAP2
SNED1
NIPBL
ZC3H7A
EMSY
NUMB
PDPK1
URB2
RBSN
STS
VDAC2
PALM2AKAP2
ARID1B
DGKD
GAS7
CXorf57
GALK2
MAPK8IP3
CRACR2A
TLE3
SYTL1
DIS3L
CELF2
SUMF1
TLR1
ACBD5
TRPS1
TCF12
CTBP2
INF2
SP110
TRIM35
TMC8
HAUS6
SYNE1
TMEM234
TSPAN14
NR2C2
ZC3H13
NSD2
GBP3
YTHDC2
ATP9B
ST6GALNAC3
DNAJB14
PVRIG
SH2B3
HERC4
FMN1
ABLIM1
RPS9
PYROXD2
CSPP1
ATAD1
STAU1
TCF7
TGFBRAP1
CCDC88B
PSMF1
TET3
RPS4Y1
MBIP
ZNF142
NOTCH2
NIPAL3
mars-07
SYK
RAP2C
UBR4
REXO1
RSRP1
SETD4
RINL
SKIL
TRAPPC8
TMOD2
PTAFR
KLHL5
ACBD5
ARHGAP26
STK24
LOC101929947
ATE1
SLC25A45
ULK3
BCAP29
ZNF532
ZNF331
ZNF195
TTC14
TTC7A
BAZ2A
FHOD1
PKIG
MGA
GTDC1
RPS9
CHD9
HYOU1
CSNK1D
MYO15B
POU2F2
MOV10
ARAP3
LBR
WDR91
STAU1
CTSA
BCL9L
MGAT5
TSPAN31
LPP
GNAI2
PDS5A
TRIO
USP9Y
DAPK1
SEMA4B
FGR
HELZ
AKAP8
TXNDC11
UNKL
IRGQ
JAK1
SVIL
GALNS
OAS3
EXOC6B
RNF144A
STAT6
SEC14L1
AP4E1
UBXN7
TMEM176B
TNFRSF10B
CPT1A
TESPA1
DYSF
SYTL2
ADD1
TRAPPC8
ZSCAN29
UIMC1
TLR1
ST7L
PFKFB4
MTSS1
EFL1
LOC107987425
TMEM104
GUF1
FAM168A
DYSF
LRFN1
VPS28
UBAP2L
ZBTB18
ZER1
KLHL36
SP140
NFX1
N4BP2
SMARCD1
PIGN
RCOR3
MYEF2
USP36
SRRM2
USP28
CAP1
EOGT
PRPF40B
TMEM168
DGCR2
GSDMD
ZMAT5
NDRG3
LAPTM5
ERLIN2
SZT2
KIAA0930
MTCH2
IKZF3
RRAGB
HUWE1
NCALD
ANXA7
ASCC3
DCP1A
KIAA0556
GSPT1
KIAA1109
GPR132
MAP1S
BCAS
FMN1
RANBP2
KMT2C
CHD9
LDLRAD4
UBE2Q2
CHD9
SATB1
AHSA2
CCNY
OPA1
MLH3
DPH2
FGD2
CHST15
USP21
ZNF592
TAOK2
SRGAP2
TCF4
TMEM184B
STAU1
OBSCN
TNNT3
DEF8
MYOF
MTSS1
RANBP3
DDX3Y
TMEM245
HLTF
EXOC2
CERT1
NAP1L1
GPR135
GMCL1
ATP11C
MAZ
NFIC
MEF2A
FAM193B
SLC8A1
MEF2D
GPI
LUC7L3
SENP5
TRAPPC11
LARP1
RSF1
N4BP2
ARID2
TMEM131L
SMARCA4
MEF2A
ADNP
NUSAP1
SUCO
GNG2
ABCA2
TXLNGY
LRPPRC
ZC3H11A
SIPA1L1
MTMR9
DDX3Y
RNF19A
PRKCH
PDPK1
TASOR2
DDX3Y
ATAD2B
SEMA4C
TESPA1
CREBRF
ZFYVE16
ZNF528
ATG2A
C20orf27
SMARCC2
CAPN12
DYRK1A
TSC2
MS4A14
MAVS
PTPRE
GAS7
CDK5RAP2
AGPAT5
ATP11C
USP24
CTC1
TJP2
WDFY4
KIAA1109
TYK2
ATP8B4
P2RX1
FOXJ2
OAZ2
SLC12A9
CCDC88A
TBC1D10B
NF1
PLXNB2
LAT2
SRC
DPEP2
