gene
GOLGB1
TCEA1
NEMP2
RBM25
MBNL1
XAF1
TGS1
PIK3CD
ZNF518A
UBA52
CNDP2
CERS2
KDM3A
RIMKLB
LYN
ZNF518A
PGGT1B
VPS13B
SYNCRIP
EXOSC1
PHIP
GK
FMNL3
MTMR3
STRN3
NIPAL3
CEP152
RANBP6
DST
TRERF1
INTS4
PLCG1
IFRD1
TGFBR2
ATP5MF-PTCD1
RANBP6
NEMP1
TJAP1
AFDN
ZNF780B
RAPGEF2
PLEKHA1
SRRT
CEP164
CD247
OSBPL2
IKBKE
CEP128
LY75-CD302
MPRIP
MPP1
ACVR1
ZNF154
TRIM52
HEATR5B
RPS6KC1
SLC33A1
DPP8
TRIM37
LOC105373204
TOPBP1
BRAP
P2RX5
NBEAL1
ATP11B
TUT7
JDP2
PRKD3
PTPN12
PNPLA8
LIPT1
NUB1
RIC8A
FAM193B
ATL2
SETD6
CREB1
MPP6
ANGEL2
PFKP
MAPK6
MBNL1
OSBPL9
KLHL5
SGPL1
ORC4
NUP58
AFAP1
RBM19
ZNF33A
MARF1
ZNF76
KRIT1
RBBP8
CAST
EML2
KIF16B
HNRNPUL2-BSCL2
LRRFIP2
LYST
TBC1D14
LCOR
LDLRAD4
ANGEL2
NUP43
LPP
MTMR3
SHLD2
LPIN2
PSEN2
EPSTI1
KLHL36
TAB2
GLT8D1
TCF12
SIDT1
SEC24B
MACF1
MTO1
MACF1
NIPA1
ARHGAP21
TAOK1
SSBP2
ZNF91
PHACTR2
BOD1
NARF
VPS33B
PPP2R2A
POP5
WNK1
SNX13
PTPRE
GABPA
DMTF1
USP32
DST
CDK11B
C2CD5
WDR20
WDR35
MACF1
AP4B1
EPB41
PRKCI
CACHD1
USP32
IL1R2
SPICE1
NBEA
RAB29
ZNF76
CHUK
TMOD3
WDFY4
LDLRAP1
SRP72
ASCC3
EIF5A
BCAS3
MACF1
LINS1
RHPN1
ATRX
CDK5R1
VCAN
C16orf86
SRC
CIC
RINT1
KMT5B
BBS9
NUP153
PIKFYVE
JAML
CACNB2
MYH9
FRS2
TMUB2
EDC3
SUSD1
DPP8
DENND10
PHKB
SLC8A1
ZNF180
HLA-E
UBP1
ALG14
ADAMTS1
PATJ
RNF41
SOD2
PPP1R3B
TMEM167B
SHISA5
MAN1A2
LYSMD4
ZDBF2
POLH
NR2C2
SMCHD1
EPB41
GPALPP1
TGIF2
DNASE1
CCDC186
NEDD1
LIG1
ATRX
FOXJ2
CHD3
ALOX5
PTBP1
DPH5
ZCCHC10
ZNF814
RNF6
CLEC2D
ZSCAN12
DPH5
PDP1
SMARCD3
PSIP1
GABPA
MACF1
LOC102723507
ZNF333
TMEM106B
UMPS
BRF1
DEF8
SAP30BP
RANBP2
LOC101929243
FAM20C
CLUAP1
GNAS
KDM5C
PAFAH1B2
AATF
LIN54
FUBP1
AGPAT3
SLC25A1
ABLIM1
AEN
REV3L
MPRIP
ATRX
ZNF140
MAX
SPTAN1
RANBP2
TSPAN15
FOXJ3
KMT2C
CAST
DIP2B
ZNF615
FBXL5
ZNF236
CERS5
COA8
EPB41
ESS2
ASH1L
DROSHA
POLQ
ZNF37A
GAK
HMGCL
DPYD
PAQR6
CNOT2
C19orf25
THUMPD2
WRAP73
LOC101929894
TLR8
LOC101929947
PRR5
CHRNB2
TMEM87B
ZYG11B
NR2C2
MMS19
MTMR6
SEPTIN6
HGSNAT
MMS19
CAST
NDFIP2
ACBD6
ZNF343
SRGAP2B
ARIH2
TRIT1
MYB
SLC25A26
HERC1
RPS6KB1
RPS6KB1
ZNF345
CAST
TECPR1
MRPL36
RNF19A
AKAP11
IST1
DCAF5
MDM2
CEP162
GLYR1
ELP1
UCKL1
CNOT6
AK2
SPATA5
ZNF181
ZNF644
SLC36A1
SLC40A1
MBTD1
ADAM10
CMPK1
DHRS4-AS1
PDPR
PRPF4
TASOR2
SLC25A32
OSBPL8
BASP1
MBNL1
FLNB
CAST
SLC25A32
TRPS1
HMGCS1
HMGB1
PALB2
THAP3
CES1
NDUFV1
ABCC5
L3MBTL3
MAP2K4
NCOR1
DEPDC5
CASP4
ATG2A
THUMPD3
ULK3
XPO1
SEC24B
ETF1
SLC1A3
DNM1L
PRRC2C
ZNF518A
ZNF880
IL15RA
SLC38A9
AKAP11
TMCO3
GGNBP2
CNOT6
CCR9
RPL6
UBE2G2
ZBTB20
ERCC3
NCOR1
ASH2L
SUSD3
ARFRP1
GOLGB1
SIKE1
CAST
CDK5RAP2
FOCAD
TJAP1
AGFG1
ASTL
ICE2
CCNY
MGAT1
LOC653513
CAST
GON4L
NDST1
CHD7
ZNF37A
DEPDC5
HTRA2
MPP6
RPS3
PARP9
PLD4
NRDC
HSPBAP1
DHX38
SLC8A1
ZNF225
TMEM184B
LUC7L
LARS
LONRF3
TASOR2
BCLAF3
FBLN7
ZNF343
ZEB1
TLK2
TPST1
CD59
SFMBT1
DENND1B
LOC105373195
KDM3B
PARP8
TRIO
RBM14
AGO3
ZNF146
CUL9
PHF12
TBL1XR1
PSEN1
TENT2
SPG21
CUL9
AP2B1
NEO1
SCAMP1
SRPK2
IL6
MR1
STAMBP
XRRA1
ALG1
IMMP1L
LYST
HMBOX1
RPRD2
MPRIP
UFC1
ZNF154
PPOX
KIAA2026
CDS2
C2CD3
GCA
SORL1
UBE2D3
SMG6
MTCH2
CPAMD8
ZFAS1
PXN
UBE2R2
CEP44
STAT6
RIMKLB
USP16
THUMPD2
RICTOR
SRGN
PPARD
FAM20B
PRMT7
MPRIP
FAM114A2
DHX57
DENND4C
PRPF4
SYNPO2
COX15
TNIP3
ODF2
LPIN1
ZBTB25
ORC5
ICA1
AVL9
SLC12A9
WDR25
RFTN1
ZMYM4
TBL1XR1
ZMYND8
AP2B1
HPS5
CD44
PRKCH
ICE2
CLASP2
SH3GLB1
MDM2
METTL6
ACSS1
INF2
GPR155
MASTL
ZFYVE16
MMS19
CCP110
LETM1
FAM160B2
GRAMD2B
LRIG1
CLASP2
CD8B
PEX5
LRRC8A
ZFYVE16
KIAA1328
GINS3
ILF3
SLC35C2
USP3
E2F3
TMEM62
SCML1
DCAF1
PTPN4
VPS41
COG5
HIVEP1
AKAP11
TARDBP
SCRN3
ZNF516
CNKSR2
ATP5PD
PLEKHG4
ARL15
C13orf46
ALS2CL
SLC1A3
GTF2A2
ZDHHC6
VDAC1
MIER3
ZMYND11
RWDD2B
SLC17A5
PDPK1
KIF5C
ACVR2B
SART1
SUSD3
POU2F1
GPAT4
PDE4DIP
TMX3
LOC100507460
ANXA7
USP28
SH3GLB2
ANKK1
DMXL2
TRIM37
ZNF30
OXSR1
ZNF677
RAB3GAP1
KIF21A
SNX14
SMG7
SNRK
GOLPH3
CAST
CLEC4C
MYNN
UBE2J2
POLR3E
NBPF3
CLSTN1
ORC3
TBC1D15
DZIP3
PKM
INTS13
ZDHHC16
TBL1XR1
PTPN2
HMGN1
IBTK
TRIM37
MMS19
POLR3F
KLHL24
PUS10
ALPK2
ZBTB38
DNAI2
DMXL2
KDM4C
ZFYVE16
TSC22D3
EPS15
DMXL2
WDR81
ZNF530
TRAM1
DCLRE1B
CXorf40A
REV3L
RAB29
TAF2
NVL
ZFP69
P2RY8
BANK1
MEGF6
SLC25A42
DMXL2
FBXO11
KIAA0556
EEF1AKNMT
HMCES
AP3D1
ANP32E
RCAN3
JMJD1C
SAMD9L
IFFO1
LSM1
PDXDC1
CLK3
KDM4C
ATP6V1E2
ATF7IP2
CCDC93
MORC3
NECAP2
LOC105376839
RACGAP1
TFEC
WDR27
UXS1
TRAF5
DPP9
IL24
INO80
RCBTB2
SOCS2
GUSB
RPS6KC1
PPFIBP2
HPS5
CNOT2
PKIA
NUPL2
ZNF518A
TDP1
MMS19
PFKL
ZNF30
ZNF518A
TTC7A
RPS19
MYSM1
CAST
EFR3A
GTF2I
CDK10
GUSB
ZNF232
PICALM
LOC105373204
NPTN
ZNF227
TRIM5
ZNF449
LETMD1
SEPTIN2
IL18BP
LCLAT1
CEP250
YTHDC2
BID
ZBTB48
MYCBP2
C2orf42
FANCM
MBNL1
MTFR1L
RNF8
IRAK1
NUP50
AASDH
RECK
FNBP1
JMJD1C
MCM4
PLCXD1
KAT6B
ABCA5
MAPKAPK5
NCOR1
PI4KA
PRDM2
MBNL1
OSBPL9
ALS2CL
DNASE1
PHF20
MPRIP
ZFP1
LYSMD4
RALGAPA1
WDR20
TRMT10B
PRPSAP2
NECAP2
MZT2B
QTRT2
CUL3
MYNN
NDEL1
PBX4
NAE1
TRIM37
POGZ
PNKD
DHX30
UROS
VOPP1
ZNF277
SRRM1
RHOH
MTRF1
SFXN5
SEC23IP
EGR2
ZC3H11A
PIK3C2B
RASGRF2
CDK12
TMEM138
LATS1
HEATR5B
UHRF1
SATB1
PFKFB3
TSPAN14
MTIF2
PCSK6
CBWD2
C2orf88
CLEC5A
GREM2
DEF8
ZBTB11
AP3B1
BICDL1
MORC3
ADGRE2
MTIF2
CDK11A
WDR61
RBM12B
FOCAD
DACT1
SLC35C2
CDC25B
KLHL24
UBR5
ULK4
LOC105377327
FGD5-AS1
SAP30L
MTG2
RPL18
XRRA1
METTL8
ACBD5
TAF8
RALY
DHX16
MTERF4
ARFGAP1
MIGA1
TP53BP2
RNF14
KLHL29
TYW1
SP140L
PARP12
COX15
G3BP2
VPS50
SNX19
SUV39H2
CDK20
PPM1K
CDK5RAP2
EPS15
LOC101928343
PTPRM
TSNARE1
PTPN12
SLFN11
DDX21
SLC38A1
ALDH6A1
LOC105375624
ENTPD6
INTS12
P2RY12
MIEF1
CLASP2
NAGPA
SERINC5
FAM118A
TRIO
ZMYM2
ANP32E
ATP2C1
PPP3CB
ARHGAP10
IFT88
SETD4
HNRNPA3
CCT8
PASK
RAB5B
DEPDC5
MAGED2
DNAJA4
ZNF140
USPL1
DMXL2
RAE1
FLYWCH1
INPP4B
ELOC
TMEM205
SLC39A11
ZNF83
SEC11C
LUC7L2
SYNJ2
SECISBP2
RMDN1
METTL4
TLE4
ZNF3
DPP8
SEC24A
AKAP7
BAIAP3
FUBP1
STK24
LOC105370759
RNF170
PASK
ZNF835
GPD2
IST1
HYKK
GTPBP8
DHX30
PIK3C2A
FLI1
POC5
REV3L
